Filename,Segment,Analytic,Clout,Authentic,Tone,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
20151106 on guilt.docx,1,11.51,75.50,45.49,24.14,61.58,21.42,12.91,4.68,0.88,3.91,2.44,1.00,8.48,5.21,10.65,11.03,8.92,9.23,3.03,21.11,4.01,1.64,2.57,1.24,2.52,6.56,3.22,3.32,1.19,0.56,0.29,14.20,0.85,0.38,1.51,2.05,15.62,3.62,2.07,2.13,3.47,1.94,4.33,2.22,0.41,0.76,0.96,1.55,0.46,0.81,0.01,0.23,6.92,1.89,1.01,2.23,1.71,0.72,5.93,13.68,1.00,12.26,1.99,5.11,5.33,1.16,0.39,0.22,0.81,1.00,0.28,1.28,0.06,0.28,0.44,0.37,0.14,4.65,0.01,0.00,0.00,0.00,0.00,0.00,0.14,0.00,4.49,0.00,0.01
20151107 Guided Mediation.docx,1,24.19,82.53,58.74,65.29,58.62,18.87,9.87,2.05,0.75,6.24,0.30,0.54,8.98,5.94,11.42,10.05,8.58,8.88,1.73,18.30,5.15,2.32,3.28,1.17,3.16,7.29,4.69,2.60,1.13,0.30,0.08,10.25,0.00,0.04,0.10,0.26,14.68,3.77,2.42,1.41,3.28,1.55,4.09,3.48,1.07,0.34,1.77,4.05,2.17,1.39,0.02,0.54,4.95,0.87,0.93,1.59,1.35,0.48,2.15,14.88,1.11,14.12,1.91,6.60,5.76,1.29,2.40,0.12,0.46,1.25,0.02,0.75,0.02,0.10,0.42,0.20,0.04,17.68,7.49,5.80,0.00,0.00,0.83,0.02,0.00,0.00,3.54,0.00,0.00
20151113 Is everything interconnected.docx,1,21.36,88.05,49.28,40.76,60.47,20.94,11.71,2.99,1.39,5.92,0.50,0.91,9.18,5.77,12.11,11.31,8.31,7.01,2.38,20.53,3.55,1.40,3.05,1.36,3.00,6.08,3.46,2.63,0.55,0.68,0.22,13.87,0.19,0.13,0.13,0.66,13.79,2.74,1.88,1.78,2.78,2.19,3.85,1.97,0.56,1.00,0.30,1.34,0.36,0.59,0.00,0.27,6.77,2.26,1.03,1.91,1.32,0.77,4.05,14.88,1.23,13.59,2.17,5.71,5.79,2.14,0.85,0.23,0.33,0.90,0.29,1.62,0.19,0.32,0.53,0.49,0.09,18.66,7.94,5.20,0.00,0.00,1.00,0.01,0.00,0.00,4.50,0.00,0.00
20151205 Guided meditation.docx,1,32.35,84.05,58.09,55.02,60.29,18.40,10.74,2.05,0.74,5.51,1.62,0.83,7.57,6.71,13.23,10.89,8.41,7.88,1.73,20.40,4.37,1.79,2.72,1.06,1.94,6.42,3.96,2.40,1.28,0.21,0.14,11.43,0.11,0.03,0.54,1.31,12.27,3.04,1.46,1.83,3.31,1.09,3.94,3.28,1.27,0.54,1.31,3.41,2.29,1.06,0.00,0.11,5.59,1.01,1.07,1.23,2.05,0.75,3.06,15.12,1.76,16.64,2.58,7.37,7.09,1.39,1.95,0.18,0.13,1.22,0.19,0.88,0.00,0.26,0.37,0.34,0.02,17.82,8.04,5.48,0.00,0.00,0.40,0.00,0.00,0.00,3.91,0.00,0.00
20160102 Guided Meditation.docx,1,26.56,70.85,81.48,70.95,58.86,19.15,10.64,3.78,0.74,5.02,0.45,0.65,8.48,6.14,11.90,10.66,8.59,7.07,2.28,20.37,4.70,2.30,3.16,1.42,2.37,6.36,4.38,1.98,0.73,0.33,0.35,9.76,0.06,0.09,0.03,0.50,14.87,4.04,2.40,1.98,2.81,1.81,3.96,2.07,0.86,0.67,0.50,2.18,1.13,0.74,0.02,0.29,5.50,0.95,1.13,1.95,1.56,0.54,4.90,14.27,1.69,17.03,2.36,6.79,8.00,1.74,1.68,0.21,0.38,0.74,0.05,1.28,0.02,0.39,0.53,0.38,0.09,18.46,8.77,5.34,0.00,0.00,0.79,0.02,0.00,0.00,3.55,0.00,0.00
20160108 The pure land.docx,1,26.89,81.09,52.80,55.92,59.09,19.59,10.88,2.79,1.11,4.53,1.11,1.34,8.69,5.90,12.06,10.00,8.10,7.41,2.44,20.47,4.47,1.82,2.93,1.03,2.00,6.27,3.92,2.32,0.13,0.51,0.63,12.36,0.11,0.23,0.08,1.32,13.58,2.74,1.98,1.71,2.57,2.33,3.82,2.55,0.92,0.71,0.71,1.99,0.53,1.12,0.00,0.29,6.96,1.70,1.09,1.91,2.01,0.64,4.73,14.36,1.43,14.89,2.76,6.67,5.58,1.41,0.52,0.23,0.50,1.27,0.40,1.20,0.14,0.22,0.43,0.39,0.07,19.13,8.45,5.66,0.00,0.00,0.75,0.03,0.00,0.00,4.23,0.00,0.01
20160115 Intellectual materialism.docx,1,26.02,86.93,41.37,61.51,59.70,19.42,10.15,2.09,1.63,3.96,0.73,1.74,9.25,6.62,11.55,11.65,7.02,7.54,2.49,19.42,4.20,1.99,3.13,1.02,2.57,7.59,4.69,2.81,0.19,0.96,0.46,14.49,0.42,0.23,0.26,1.01,13.82,3.36,1.98,1.69,3.05,1.62,4.23,2.06,0.59,1.06,0.27,1.26,0.41,0.64,0.03,0.10,8.33,2.63,1.27,2.67,1.76,0.95,4.13,13.49,1.02,12.44,1.83,6.68,3.99,1.26,0.51,0.38,0.63,1.48,0.15,1.14,0.06,0.15,0.61,0.30,0.06,19.37,7.64,6.34,0.00,0.00,1.07,0.05,0.00,0.00,4.25,0.00,0.02
20160205 Is buddhism a religion.docx,1,20.67,79.64,46.62,75.16,60.86,21.14,11.77,3.50,0.71,5.23,1.25,1.08,9.33,6.00,11.61,11.18,7.44,7.08,3.18,20.79,3.94,1.75,3.09,1.37,2.00,5.45,4.03,1.37,0.24,0.36,0.11,13.44,0.27,0.16,0.51,1.21,15.20,2.97,2.23,2.16,3.28,1.86,4.24,2.73,1.11,1.02,0.37,1.37,0.57,0.40,0.02,0.25,6.91,1.43,1.03,2.56,1.56,0.59,5.75,13.53,1.20,13.19,2.89,5.81,4.67,1.72,0.78,0.19,0.95,1.37,0.09,1.29,0.17,0.15,0.53,0.32,0.12,19.01,8.73,5.06,0.00,0.00,0.86,0.02,0.00,0.00,4.34,0.00,0.01
20160206 Guided meditation.docx,1,27.24,83.81,48.19,74.90,58.54,17.99,9.96,1.94,0.67,5.82,0.70,0.83,8.02,6.78,11.20,10.75,8.37,8.28,2.01,18.34,4.40,1.94,2.92,1.18,2.75,6.72,4.67,2.03,0.42,0.20,0.18,11.44,0.04,0.28,0.07,1.02,13.82,2.99,2.35,1.77,3.60,1.72,4.06,3.38,0.70,0.68,1.46,2.57,1.24,0.72,0.02,0.65,5.75,1.26,1.02,1.63,1.33,0.74,3.10,13.69,1.13,14.21,1.94,6.26,6.06,1.68,1.90,0.13,0.13,1.64,0.24,0.96,0.04,0.11,0.48,0.41,0.04,18.20,8.31,5.62,0.00,0.00,0.67,0.02,0.00,0.00,3.57,0.00,0.02
20160219 Dealing with tiredness.docx,1,19.10,73.94,57.36,47.10,60.12,19.04,11.25,3.68,0.73,4.28,0.97,1.58,7.75,5.97,11.32,11.75,8.91,8.28,2.49,21.05,4.87,1.72,2.88,1.23,2.72,6.12,3.61,2.45,0.60,0.35,0.40,12.22,0.35,0.29,0.34,1.12,13.69,2.97,1.86,2.00,3.07,1.59,4.58,2.23,0.64,0.79,0.73,2.38,0.54,1.61,0.04,0.20,6.60,1.58,1.50,1.77,1.89,0.64,5.11,13.75,1.32,13.85,2.44,6.29,5.44,1.94,0.70,0.16,0.35,0.93,0.34,0.88,0.07,0.00,0.31,0.36,0.16,22.28,5.22,9.35,0.06,0.00,0.67,0.51,0.49,1.31,4.66,0.00,0.01
20160311 Contentment.docx,1,23.47,69.76,57.13,59.23,59.10,19.71,11.47,4.30,0.82,3.34,1.49,1.53,8.23,6.17,10.94,10.86,7.92,7.02,2.67,19.63,3.97,1.88,2.84,1.86,2.45,5.93,3.82,2.05,0.26,0.54,0.28,12.52,0.46,0.11,0.47,1.58,13.86,2.93,1.90,1.59,3.03,1.74,4.47,2.70,1.01,1.05,0.59,1.86,0.57,1.02,0.01,0.23,6.03,1.40,1.36,1.90,1.67,0.40,5.10,12.58,1.17,13.46,2.31,6.54,4.83,1.67,0.87,0.39,0.33,1.33,0.20,1.45,0.07,0.32,0.55,0.49,0.13,19.19,8.73,5.43,0.00,0.00,1.09,0.00,0.00,0.00,3.93,0.00,0.00
20160408 Hope.docx,1,21.90,80.10,34.68,56.35,60.00,20.52,11.19,2.99,1.05,3.96,1.91,1.29,9.31,5.95,11.16,11.08,7.31,7.77,2.23,21.29,3.62,1.39,2.77,1.25,2.30,5.99,3.78,2.16,0.41,0.32,0.42,12.97,0.08,0.27,0.69,1.51,14.74,2.59,2.44,2.67,4.10,1.77,4.22,2.73,1.22,1.06,0.35,2.34,0.54,1.38,0.03,0.32,7.42,1.66,1.19,2.79,1.62,0.68,5.55,14.59,2.27,13.42,2.69,5.85,5.28,2.12,0.35,0.13,0.27,0.77,0.25,0.92,0.08,0.19,0.36,0.21,0.08,4.31,0.04,0.00,0.00,0.00,0.00,0.00,0.20,0.00,4.05,0.00,0.03
20160415 Expectations.docx,1,21.03,79.47,45.71,95.13,61.03,20.16,11.98,4.15,1.03,4.54,0.79,1.46,8.15,5.76,12.04,11.03,7.98,8.94,1.91,19.55,5.37,2.51,3.07,0.94,2.78,8.29,6.45,1.84,0.26,0.37,0.38,12.73,0.51,0.26,0.67,0.66,14.32,2.63,1.53,2.38,2.88,2.26,3.95,3.59,2.20,0.83,0.42,2.12,0.50,1.09,0.05,0.36,7.62,1.99,2.02,1.55,2.52,0.56,3.82,14.11,2.02,12.81,1.80,6.08,5.06,1.43,1.17,0.17,0.30,0.60,0.14,1.02,0.07,0.01,0.36,0.53,0.05,3.64,0.07,0.00,0.01,0.00,0.00,0.00,0.07,0.00,3.48,0.00,0.00
20160422 Choices.docx,1,18.43,82.93,66.31,39.81,60.70,21.01,12.27,3.26,0.98,5.93,1.09,1.01,8.73,6.13,11.19,11.08,8.18,7.71,2.88,21.29,3.76,1.38,3.00,1.11,2.09,6.00,3.37,2.58,0.92,0.49,0.15,13.26,0.43,0.20,0.63,0.76,16.27,4.90,2.70,2.07,2.99,1.30,4.35,2.58,0.66,1.12,0.58,2.39,0.72,1.19,0.04,0.43,6.59,1.65,0.97,1.69,1.71,0.95,4.32,15.37,1.17,14.17,2.20,6.69,5.59,1.22,1.04,0.21,0.22,0.63,0.07,1.29,0.17,0.31,0.32,0.39,0.10,19.07,8.47,5.42,0.00,0.00,0.83,0.03,0.00,0.00,4.33,0.00,0.00
20160429 Peace.docx,1,24.58,79.93,59.20,60.85,61.94,18.73,11.23,2.99,1.50,3.95,1.51,1.26,7.46,7.42,11.61,11.01,7.99,8.88,2.99,19.95,4.09,1.83,2.59,1.09,2.54,4.02,2.94,1.09,0.25,0.16,0.15,13.04,0.40,0.06,1.02,1.12,14.00,3.25,2.14,1.77,2.87,1.64,4.12,2.42,0.88,1.05,0.29,1.18,0.38,0.45,0.02,0.32,6.28,2.06,0.94,2.00,1.19,0.45,4.81,13.66,1.06,15.32,2.13,7.79,5.64,1.20,0.59,0.40,0.27,0.95,0.09,0.58,0.00,0.08,0.23,0.15,0.09,4.38,0.01,0.00,0.00,0.00,0.00,0.00,0.21,0.00,4.15,0.00,0.01
20160506 Chanting.docx,1,30.01,75.40,37.09,70.72,60.57,18.41,9.84,2.68,1.20,2.40,2.05,1.50,8.53,7.05,11.88,9.72,9.36,8.00,1.73,17.76,3.84,1.78,2.61,1.33,2.75,4.68,3.52,1.13,0.24,0.16,0.14,11.84,0.35,0.22,0.94,1.51,13.91,2.50,2.03,1.55,3.96,1.53,4.17,2.13,0.76,1.14,0.20,1.47,0.53,0.78,0.04,0.13,6.56,2.21,1.25,1.91,1.48,0.44,5.46,11.16,0.88,13.28,1.78,6.62,5.13,1.79,1.00,0.65,0.46,1.39,0.37,1.15,0.00,0.18,0.42,0.55,0.04,16.27,6.30,6.35,0.00,0.00,0.53,0.01,0.00,0.00,2.95,0.00,0.12
20160513 Serving others and giving back.docx,1,19.60,78.32,59.53,58.11,60.48,20.40,11.71,4.11,1.30,4.35,1.20,0.76,8.67,5.94,11.35,10.65,8.28,8.82,2.08,19.45,3.82,1.65,2.51,1.52,2.37,4.67,3.16,1.45,0.30,0.27,0.23,12.51,0.13,0.15,0.32,1.40,12.54,2.55,1.66,1.27,2.60,1.57,4.11,2.53,0.89,0.95,0.64,2.11,0.91,0.71,0.22,0.31,7.28,2.22,1.11,2.40,1.52,0.57,5.37,12.82,1.04,14.14,2.30,6.48,5.62,1.45,1.00,0.26,0.32,1.40,0.12,0.93,0.01,0.22,0.33,0.26,0.12,4.05,0.04,0.00,0.01,0.00,0.00,0.00,0.09,0.00,3.90,0.00,0.01
20160522 Real teacher.docx,1,13.73,83.51,61.70,55.45,62.32,22.53,12.91,3.88,0.78,5.60,0.94,1.71,9.58,5.41,11.40,10.68,9.19,8.20,2.45,20.60,3.69,1.55,3.13,1.14,2.27,5.00,3.28,1.70,0.07,0.46,0.27,14.45,0.35,0.18,0.76,0.59,16.55,3.98,2.13,1.92,3.59,2.19,4.72,3.62,1.14,1.35,0.77,2.18,0.68,1.06,0.07,0.34,6.43,1.59,0.96,1.93,1.59,0.68,5.37,13.30,1.00,13.06,1.87,6.21,5.16,1.57,0.56,0.25,0.31,0.32,0.57,1.10,0.03,0.22,0.45,0.42,0.15,18.61,7.35,6.25,0.00,0.00,0.81,0.01,0.00,0.00,4.18,0.00,0.00
20160527 Connectedness.docx,1,18.56,81.63,60.53,49.17,63.19,20.84,11.17,2.92,1.57,5.21,0.37,1.10,9.62,5.68,12.79,12.04,7.77,8.23,3.06,20.08,3.88,1.80,3.19,1.37,2.57,4.61,2.92,1.66,0.41,0.16,0.38,12.61,0.30,0.32,0.15,0.51,14.79,2.95,2.18,1.81,3.10,2.25,4.40,2.33,0.96,0.85,0.30,1.04,0.14,0.51,0.03,0.30,6.88,2.38,1.00,1.91,1.39,0.73,4.06,15.40,1.07,14.51,2.27,6.02,6.37,0.91,0.45,0.12,0.43,0.51,0.03,0.95,0.00,0.23,0.31,0.31,0.08,4.38,0.03,0.00,0.00,0.00,0.00,0.00,0.14,0.00,4.22,0.00,0.00
20160528 Guided Meditation.docx,1,36.56,68.60,78.51,66.59,59.08,18.35,10.10,3.70,0.34,5.30,0.15,0.62,8.22,6.71,13.22,10.29,8.01,7.20,1.84,18.84,4.16,2.03,2.35,1.45,2.95,6.28,4.19,2.03,0.58,0.19,0.19,8.50,0.04,0.02,0.06,0.15,14.55,3.59,2.33,2.05,3.20,1.67,3.76,3.20,0.75,1.30,1.00,2.46,1.52,0.81,0.02,0.19,5.72,0.62,1.37,1.45,1.73,0.92,3.16,13.84,1.67,16.89,2.39,7.99,6.71,1.50,1.35,0.21,0.28,0.83,0.04,0.85,0.00,0.19,0.30,0.26,0.06,16.77,7.39,5.57,0.00,0.00,0.49,0.00,0.00,0.00,3.27,0.00,0.04
20160603 Real life.docx,1,17.09,85.29,49.85,61.87,60.30,21.16,11.74,3.51,1.61,3.82,1.42,1.38,9.38,6.01,10.63,11.29,7.63,8.52,2.29,21.02,4.51,2.29,2.70,1.56,2.61,5.96,3.89,1.99,0.17,0.87,0.16,15.54,0.49,0.35,0.43,1.55,14.59,3.47,2.16,1.75,3.20,1.49,4.67,4.25,1.12,2.29,0.78,1.85,0.85,0.75,0.01,0.11,7.02,2.66,0.93,1.95,1.35,0.50,4.73,15.05,1.02,12.49,2.03,5.53,5.13,0.80,0.40,0.25,0.25,0.72,0.18,0.81,0.00,0.06,0.38,0.30,0.09,4.84,0.03,0.00,0.00,0.00,0.00,0.00,0.06,0.00,4.74,0.00,0.01
20160617 Hatred and how to overcome it.docx,1,27.00,84.32,49.33,19.46,59.08,19.59,11.56,3.56,1.52,4.03,0.66,1.78,8.01,6.53,11.65,10.27,7.26,8.02,2.58,19.23,3.96,2.15,3.47,1.36,2.97,7.10,3.32,3.75,0.29,1.87,0.19,15.33,0.58,0.37,0.53,0.79,14.87,3.08,2.27,1.67,3.29,1.63,4.64,2.60,0.82,1.42,0.21,1.31,0.14,0.59,0.27,0.24,8.41,2.88,1.05,2.41,1.55,0.87,4.57,13.42,0.94,11.95,1.77,5.89,4.50,1.34,0.64,0.11,0.27,1.16,0.25,0.77,0.02,0.01,0.37,0.23,0.14,4.49,0.00,0.02,0.00,0.00,0.00,0.00,0.22,0.00,4.21,0.00,0.03
20160618 Guided Meditation.docx,1,39.05,80.97,57.05,71.34,59.95,17.82,9.36,1.39,0.86,5.51,0.57,1.04,8.40,7.81,12.72,9.54,8.67,7.44,1.90,17.84,4.49,2.47,3.00,0.92,2.67,5.75,4.06,1.63,0.82,0.31,0.18,10.01,0.00,0.02,0.02,0.63,14.93,4.47,1.98,1.75,3.81,1.20,4.28,3.79,1.33,0.86,1.35,2.37,1.90,0.53,0.02,0.06,4.57,0.94,0.90,1.41,1.69,0.16,2.30,13.91,1.10,14.25,2.10,7.52,4.85,1.24,2.85,0.18,0.22,0.80,0.08,0.71,0.04,0.14,0.27,0.20,0.06,16.86,7.10,6.16,0.00,0.00,0.37,0.04,0.00,0.00,3.20,0.00,0.00
20160708 Courage.docx,1,23.74,80.30,56.83,70.29,60.48,19.14,10.09,2.69,1.21,4.27,0.60,1.33,9.02,6.72,11.60,11.40,8.35,8.27,2.12,20.86,5.14,2.30,3.46,0.98,2.74,6.92,4.64,2.28,0.70,0.37,0.27,12.22,0.12,0.19,0.34,0.55,15.45,2.91,2.70,1.75,3.08,2.36,4.30,2.23,0.92,0.80,0.44,1.66,0.63,0.90,0.01,0.17,6.48,1.94,1.16,2.00,1.47,0.58,4.22,14.90,1.04,14.49,2.43,6.47,5.82,1.84,0.80,0.16,0.56,0.73,0.45,0.76,0.06,0.12,0.26,0.16,0.18,4.28,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,4.09,0.00,0.02
20160715 Different perspective on empathy.docx,1,28.17,82.43,39.47,10.99,60.19,18.23,10.02,2.23,1.29,3.53,1.09,1.88,8.20,6.18,12.64,10.40,8.29,8.75,2.19,19.93,4.34,1.99,2.70,1.23,2.90,7.71,3.21,4.36,0.27,0.61,1.36,13.35,0.48,0.18,0.61,1.04,14.59,2.72,1.83,1.91,3.54,1.72,4.43,2.95,0.98,0.64,1.23,2.02,0.36,1.48,0.00,0.12,8.99,2.98,1.48,2.07,1.54,1.45,4.35,13.20,1.07,13.03,2.04,6.36,4.78,1.30,0.42,0.17,0.25,0.36,0.93,0.87,0.01,0.14,0.32,0.37,0.02,3.97,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,3.85,0.00,0.00
20161118 How to deal with blam and critism.docx,1,18.46,89.18,49.97,38.90,59.69,21.26,12.71,3.35,1.12,4.82,1.73,1.69,8.55,5.45,11.01,10.11,8.38,7.61,2.61,20.08,3.42,1.57,2.69,1.16,2.46,7.32,4.01,3.27,0.29,1.47,0.45,16.96,0.39,0.29,0.56,1.87,15.29,2.98,2.26,1.81,3.62,1.90,4.52,2.14,0.60,1.09,0.37,1.56,0.50,0.83,0.00,0.23,8.05,2.02,1.73,2.37,1.88,0.89,5.79,13.35,1.04,13.69,2.50,6.20,5.30,2.01,0.70,0.11,0.33,0.82,0.34,1.79,0.06,0.36,0.50,0.82,0.21,19.00,8.64,5.35,0.00,0.00,1.00,0.06,0.00,0.00,3.95,0.00,0.00
20161125 Dealing with fear.docx,1,20.83,64.43,60.48,31.21,59.98,18.74,10.16,3.95,1.15,2.99,0.94,1.13,8.52,6.03,11.21,10.99,8.63,8.52,2.68,20.48,4.36,1.71,3.24,2.13,2.36,6.03,3.17,2.85,1.49,0.44,0.19,10.37,0.03,0.07,0.26,0.93,13.53,2.77,1.81,1.29,3.14,1.96,4.15,2.35,0.96,0.96,0.29,1.51,0.46,0.58,0.00,0.47,6.85,1.46,1.13,2.82,1.46,0.68,5.78,12.92,1.61,13.96,2.54,6.41,5.38,1.65,0.65,0.22,0.17,0.96,0.32,0.97,0.03,0.08,0.40,0.31,0.14,4.06,0.01,0.03,0.00,0.00,0.00,0.00,0.18,0.00,3.82,0.00,0.01
20161126 Guided meditation.docx,1,21.04,79.26,68.35,69.39,60.21,18.40,10.70,2.44,0.91,6.53,0.17,0.66,7.64,6.17,11.58,10.54,10.00,8.55,2.48,19.43,4.88,2.33,3.02,1.25,2.77,5.98,4.13,1.82,0.52,0.23,0.18,10.44,0.00,0.01,0.03,0.21,14.43,2.91,2.64,1.56,3.07,1.53,4.77,4.26,1.75,0.61,1.40,3.76,2.34,1.31,0.04,0.26,5.81,1.10,1.18,1.87,1.78,0.37,3.02,14.45,1.31,15.48,2.58,7.35,5.77,1.12,1.51,0.17,0.15,1.21,0.14,1.16,0.04,0.34,0.47,0.40,0.04,18.44,7.78,5.76,0.00,0.00,0.91,0.00,0.00,0.00,3.99,0.00,0.00
20161127 Word of the Buddha (part 1).docx,1,33.84,53.30,50.53,40.79,58.45,16.70,6.57,2.12,0.64,2.48,0.57,0.76,10.08,6.56,11.46,11.11,6.80,7.53,2.66,18.49,4.14,1.75,3.12,1.90,2.06,4.36,2.58,1.75,0.14,0.11,0.90,8.00,0.09,0.06,0.22,0.53,16.46,4.29,1.80,1.38,3.52,2.27,5.47,3.83,1.07,1.09,0.61,1.00,0.37,0.36,0.02,0.24,4.40,0.98,0.76,1.44,1.13,0.35,2.92,13.19,1.53,11.14,1.78,5.17,4.22,0.80,0.34,0.06,0.10,0.82,0.25,0.70,0.03,0.04,0.42,0.19,0.07,9.68,2.23,3.00,0.05,0.42,0.47,0.05,1.01,0.12,2.02,0.28,0.04
20161202 Develop your heart.docx,1,30.13,78.86,49.22,76.09,60.74,19.28,11.18,3.43,0.85,3.34,1.99,1.57,8.06,6.82,12.60,9.45,8.31,8.66,1.95,18.44,4.65,1.90,2.56,1.31,2.59,6.56,4.63,1.92,0.27,0.51,0.25,12.95,0.25,0.30,0.79,1.69,12.85,2.56,1.99,1.52,2.62,1.61,3.72,3.89,2.57,0.79,0.38,1.64,0.48,0.58,0.04,0.40,7.67,1.87,1.10,3.04,1.49,0.72,5.04,12.25,0.95,14.69,2.41,7.25,5.40,1.12,0.78,0.31,0.31,0.98,0.13,0.60,0.03,0.01,0.27,0.21,0.07,3.77,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,3.54,0.00,0.00
20161203 Guided mediation class.docx,1,32.57,70.42,77.53,63.86,60.28,18.35,9.86,3.16,0.81,4.77,0.57,0.56,8.46,6.38,13.58,10.31,8.54,7.91,2.13,19.17,4.23,2.49,2.85,1.49,2.76,5.13,3.53,1.52,0.45,0.38,0.23,8.93,0.07,0.02,0.29,0.38,13.86,2.58,2.01,2.19,3.57,1.88,3.82,2.13,0.84,0.50,0.68,2.26,1.51,0.66,0.07,0.16,6.01,0.93,1.11,1.74,2.08,0.50,2.40,14.40,1.72,18.74,2.83,7.64,8.72,1.27,1.31,0.18,0.23,1.13,0.04,1.65,0.04,0.20,0.88,0.57,0.02,18.06,7.84,5.88,0.00,0.00,0.75,0.04,0.00,0.00,3.55,0.00,0.00
20161230 How do you judge the year.docx,1,14.08,84.54,38.63,77.01,61.02,21.72,12.12,3.03,1.00,5.67,1.18,1.24,9.57,4.54,11.53,12.01,7.80,7.74,2.82,21.25,5.31,2.06,3.07,0.83,2.71,8.04,5.39,2.62,0.31,0.32,0.58,14.06,0.14,0.21,0.27,1.16,16.17,3.04,2.41,2.39,3.55,1.94,4.57,2.09,0.76,0.70,0.50,2.46,0.48,1.32,0.01,0.22,7.89,1.96,1.75,2.05,2.33,0.68,4.21,15.65,1.38,12.19,2.01,5.55,4.64,1.74,0.60,0.22,0.29,0.66,0.31,1.16,0.14,0.26,0.35,0.43,0.05,19.31,8.14,5.53,0.00,0.00,0.94,0.00,0.00,0.00,4.69,0.00,0.02
20170106 Learn to be at peace with yourself.docx,1,22.22,82.39,54.79,53.63,60.11,19.31,10.62,2.50,1.62,4.08,1.47,0.95,8.66,6.27,11.44,10.84,8.39,8.44,2.38,20.32,4.44,2.06,3.59,1.34,2.50,4.33,2.89,1.41,0.14,0.23,0.30,12.72,0.15,0.15,0.34,1.39,14.06,3.40,2.12,1.39,2.63,1.64,4.16,2.95,1.29,0.88,0.59,2.25,0.89,1.16,0.00,0.11,7.30,2.38,1.03,2.30,1.40,0.46,4.18,14.68,1.02,14.52,2.28,7.03,5.26,1.80,0.38,0.28,0.50,1.02,0.46,0.89,0.07,0.28,0.27,0.21,0.07,22.43,4.89,9.71,0.69,0.13,0.68,0.68,0.12,0.98,4.54,0.00,0.02
20170108 Word of the Buddha (part 2).docx,1,37.10,71.97,35.05,38.20,58.66,16.82,7.84,1.46,1.16,2.99,0.83,1.41,8.96,7.27,12.21,10.38,7.26,8.28,2.30,18.61,4.21,1.86,3.17,1.41,2.20,5.60,3.13,2.43,0.17,0.63,0.94,9.98,0.18,0.23,0.23,1.01,14.64,2.99,2.34,2.08,3.26,1.42,4.41,3.55,1.30,0.66,0.55,1.66,0.54,0.73,0.03,0.36,5.41,1.58,0.83,1.54,1.17,0.52,3.17,12.43,1.09,12.74,1.93,6.21,4.68,0.93,0.43,0.18,0.38,0.92,0.63,0.72,0.13,0.01,0.40,0.14,0.08,23.07,4.90,9.27,0.20,0.10,0.87,0.07,1.15,2.54,3.59,0.37,0.01
20170203 Reincarnation.docx,1,26.89,77.33,47.24,53.27,58.03,19.36,10.62,3.11,0.63,3.20,2.30,1.38,8.72,6.41,10.83,9.92,7.91,7.31,2.31,19.83,4.13,1.87,2.23,1.69,2.12,4.79,3.10,1.64,0.15,0.28,0.29,13.62,0.61,0.28,1.11,2.03,12.99,2.52,1.48,1.83,2.74,1.87,4.43,2.43,1.05,0.93,0.33,1.66,0.59,0.77,0.05,0.23,6.56,1.59,0.94,2.31,1.75,0.64,6.54,11.68,1.15,14.65,2.29,6.64,5.95,1.63,0.77,0.33,0.37,0.77,0.47,1.28,0.11,0.21,0.41,0.39,0.22,19.41,8.94,5.96,0.00,0.00,0.75,0.02,0.00,0.00,3.70,0.00,0.04
20170210 The value of trust.docx,1,21.99,82.87,61.69,93.98,59.64,20.78,12.45,4.49,1.47,4.10,1.10,1.29,8.27,5.65,11.70,10.20,8.28,7.32,2.54,19.80,3.81,1.66,3.01,1.07,2.14,7.19,5.78,1.37,0.20,0.27,0.31,14.64,0.38,0.07,1.04,0.49,14.24,2.68,2.13,1.71,3.25,2.29,3.67,2.27,1.04,0.77,0.40,1.68,0.68,0.64,0.00,0.34,9.10,2.07,1.79,2.56,2.14,1.71,4.72,14.57,1.33,14.75,2.03,7.37,5.58,1.85,0.60,0.13,0.52,1.13,0.08,1.10,0.02,0.13,0.47,0.41,0.09,18.58,8.28,5.79,0.00,0.00,0.81,0.02,0.00,0.00,3.64,0.00,0.04
